Ticker,AnalysisDate,T1_Date,ShortReturn_T1,LongReturn_T1,T2_Date,Day2Return,ShortReturn_T2_Strat,LongReturn_T2_Strat
INTG,2025-12-23,2025-12-24,0.01818181818181818,-0.01818181818181818,2025-12-26,-0.025714261191231862,0.03857142584664481,-0.040000000000000036
SMX,2025-12-23,2025-12-24,0.10178035852861247,-0.039999999999999966,2025-12-26,-0.18225034653232236,0.1101305970856104,-0.04000000000000012
WSHP,2025-12-23,2025-12-24,0.006707282815432705,-0.006707282815432705,2025-12-26,-0.05171681756632722,0.0674014171592623,-0.03999999999999998
AFJK,2025-12-23,2025-12-24,-0.04,-0.04,2025-12-26,-0.26486571820790455,0.28913203382811997,-0.04000000000000001
VHC,2025-12-23,2025-12-24,-0.040000000000000105,0.03553002319641886,2025-12-26,-0.037663785237537786,0.017467232541200604,-0.04000000000000002
PVLA,2025-12-24,2025-12-26,0.0252133048541173,-0.03999999999999999,2025-12-29,-0.01525308161050566,0.011415554729175766,-0.01525308161050566
JFB,2025-12-24,2025-12-26,-0.04000000000000002,-0.04000000000000002,2025-12-29,-0.011788493606399183,-0.040000000000000084,-0.040000000000000084
SDHC,2025-12-24,2025-12-26,0.02445963066222429,0.0008532076060029621,2025-12-29,-0.013763627984017486,-0.0142775554958382,-0.013763627984017486
FBRX,2025-12-24,2025-12-26,0.009399863713526439,-0.040000000000000015,2025-12-29,-0.06231888394675208,-0.04000000000000006,-0.04000000000000006
CSIQ,2025-12-24,2025-12-26,0.002049149091894886,-0.008196674537606701,2025-12-29,0.02399998715049342,-0.03999999999999997,0.02399998715049342
FBYD,2025-12-24,2025-12-26,0.0819350287473082,-0.03999999999999997,2025-12-29,0.032522785568340006,-0.039999999999999945,0.032522785568340006
SMX,2025-12-24,2025-12-26,0.1101305970856104,-0.04000000000000012,2025-12-29,-0.19314284551711308,-0.04000000000000003,-0.04000000000000003
INBX,2025-12-24,2025-12-26,-0.006025554926849377,0.006904285677617775,2025-12-29,-0.012245354773047674,-0.000249959674697789,-0.012245354773047674
ASTS,2025-12-29,2025-12-30,-0.04000000000000001,0.026145611308008125,2025-12-31,-0.02702926965054391,0.005565288443419652,-0.039999999999999945
QBTS,2025-12-29,2025-12-30,-0.024675105849046773,-0.011866661636928339,2025-12-31,-0.000496960564108569,-0.04000000000000006,-0.000496960564108569
OMER,2025-12-29,2025-12-30,-0.039999999999999994,0.03536584982908877,2025-12-31,0.028143670172609332,-0.02544905494876999,0.028143670172609332
PDEX,2025-12-29,2025-12-30,0.004325653237799593,-0.009287477629906218,2025-12-31,-0.016203730730652847,0.013631753586261753,-0.016203730730652847
HYMC,2025-12-29,2025-12-30,-0.01829788532662899,-0.0017021666181848405,2025-12-31,0.026770330022375933,-0.04000000000000003,0.026770330022375933
BETA,2025-12-29,2025-12-30,0.0342052470892785,-0.04000000000000004,2025-12-31,0.009285722460065569,-0.015714304787772044,0.009285722460065569
MFI,2025-12-29,2025-12-30,-0.003941424207325357,0.04560807744952265,2025-12-31,0.014746065845926852,-0.03999999999999995,0.014746065845926852
SMX,2025-12-29,2025-12-30,-0.0400000000000001,-0.0400000000000001,2025-12-31,-0.6327235080699647,0.3185456311684061,-0.040000000000000105
THH,2025-12-29,2025-12-30,0.20807585699050726,-0.040000000000000056,2025-12-31,0.026101221615871795,-0.020663462791039217,0.026101221615871795
PHOE,2025-12-29,2025-12-30,0.0009375214576721191,-0.0009375214576721191,2025-12-31,0.0,0.0,0.0
USAU,2025-12-30,2025-12-31,0.0035897279397035255,-0.004615392440404647,2026-01-02,-0.058050860495741756,0.04475824185744117,-0.040000000000000126
BRBR,2025-12-30,2025-12-31,-0.01013134940444559,0.0030018733527646716,2026-01-02,-0.020645617479790983,0.003003000207918189,-0.020645617479790983
AUGO,2025-12-30,2025-12-31,-0.015740923686088426,0.011028659491486386,2026-01-02,-0.019113869951050574,0.04461864804462171,-0.03999999999999997
AAUC,2025-12-30,2025-12-31,-0.011358682211211243,0.00043688200736074936,2026-01-02,-0.010702054514896588,0.05008561839572388,-0.040000000000000056
BALY,2025-12-30,2025-12-31,-0.040000000000000036,0.017890248729571602,2026-01-02,0.0024140565035639908,0.0060350261503603125,0.0024140565035639908
ZBIO,2025-12-30,2025-12-31,0.044542177054191466,-0.04000000000000001,2026-01-02,-0.04790834193128068,0.036863152805406196,-0.04000000000000008
GLTO,2025-12-30,2025-12-31,-0.04000000000000008,0.0043478426725968074,2026-01-02,-0.13677314259430498,0.039516795641809925,-0.039999999999999966
SMX,2025-12-30,2025-12-31,0.3185456311684061,-0.040000000000000105,2026-01-02,-0.019198051468030334,-0.04000000000000005,-0.04000000000000005
RARE,2025-12-30,2025-12-31,0.012000020345052083,0.02266667683919271,2026-01-02,0.033274966015957926,-0.03999999999999996,0.033274966015957926
VRM,2025-12-30,2025-12-31,-0.0347070516090399,0.02522313012676516,2026-01-02,0.0,0.0,0.0
CORT,2025-12-31,2026-01-02,-0.04000000000000006,0.07156887905183096,2026-01-05,-0.08416358510335689,0.04588358751979862,-0.040000000000000084
BLBD,2025-12-31,2026-01-02,0.014984300653479802,-0.020331113490244176,2026-01-05,0.018755351714776408,-0.00575448568415281,0.018755351714776408
FFIC,2025-12-31,2026-01-02,0.011184215685997707,-0.0052631529414422,2026-01-05,-0.016523463192930583,-0.005287503179176998,-0.016523463192930583
GLSI,2025-12-31,2026-01-02,0.09351502382079385,-0.04000000000000008,2026-01-05,0.07986819562781901,0.028904650845409097,-0.040000000000000126
LYEL,2025-12-31,2026-01-02,0.10408685378820635,-0.04,2026-01-05,-0.030700220651092115,0.04587788665769816,-0.040000000000000084
NNNN,2025-12-31,2026-01-02,0.038057738347557726,-0.039999999999999994,2026-01-05,0.14457837093399764,-0.04,0.14457837093399764
WSHP,2025-12-31,2026-01-02,0.0,0.0,2026-01-05,0.011295298838244818,-0.011295298838244818,0.011295298838244818
THH,2025-12-31,2026-01-02,0.08149995803833007,-0.040000000000000036,2026-01-05,0.038157268662527895,-0.04000000000000008,-0.04000000000000008
GLTO,2025-12-31,2026-01-02,0.039516795641809925,-0.039999999999999966,2026-01-05,-0.0201650110087759,-0.03299730663488102,-0.04000000000000004
SMX,2025-12-31,2026-01-02,-0.04000000000000005,-0.04000000000000005,2026-01-05,-0.1507317147603849,0.12439020668588034,-0.040000000000000015
QXO,2026-01-02,2026-01-05,-0.04,0.13727413129211927,2026-01-06,0.03631648002878917,-0.003891057321806999,0.03631648002878917
TAYD,2026-01-02,2026-01-05,-0.0223846435546875,0.04553844745342548,2026-01-06,-0.036185710075088945,0.04241436448773136,-0.04000000000000004
NUTX,2026-01-02,2026-01-05,-0.03999999999999998,0.1368413406709066,2026-01-06,0.05697073942316908,-0.0400000000000001,0.05697073942316908
NGNE,2026-01-02,2026-01-05,0.07005426957205949,-0.04000000000000006,2026-01-06,-0.0087288515045318,-0.039825397996441074,-0.0087288515045318
CORT,2026-01-02,2026-01-05,0.04588358751979862,-0.040000000000000084,2026-01-06,0.0384614790610859,-0.03999999999999996,0.0384614790610859
APLM,2026-01-02,2026-01-05,0.05637005725034972,-0.03999999999999997,2026-01-06,-4.1399814469688586e-05,-0.03943154900461539,-4.1399814469688586e-05
ASPC,2026-01-02,2026-01-05,0.1901588925998491,-0.040000000000000126,2026-01-06,-0.01397487799004847,0.006256183943561904,-0.04000000000000004
FBYD,2026-01-02,2026-01-05,-0.040000000000000056,-0.028368834140619748,2026-01-06,0.0284133006245335,-0.030258290895999882,-0.04000000000000008
AFJK,2026-01-02,2026-01-05,-0.04000000000000004,0.12275443972493065,2026-01-06,-0.02842769982679835,-0.040000000000000084,-0.02842769982679835
SMX,2026-01-02,2026-01-05,0.12439020668588034,-0.040000000000000015,2026-01-06,0.15212122599283853,-0.04000000000000001,-0.04000000000000001
KVYO,2026-01-05,2026-01-06,-0.0013941794156200349,0.00941089387901985,2026-01-07,0.025684930835751813,-0.015582188760883155,0.025684930835751813
RHLD,2026-01-05,2026-01-06,-0.010324344119510135,0.06972969673775338,2026-01-07,0.015880878155048076,-0.040000000000000015,0.015880878155048076
RDVT,2026-01-05,2026-01-06,0.00999432003577169,-0.013388630978996794,2026-01-07,0.00473754022799557,-0.0015179270890419154,0.00473754022799557
NUTX,2026-01-05,2026-01-06,-0.0400000000000001,0.05697073942316908,2026-01-07,0.04641760276249173,-0.04000000000000005,0.04641760276249173
CTEV,2026-01-05,2026-01-06,-0.040000000000000084,0.09606760501553084,2026-01-07,0.028429176124013814,0.004497250029639573,0.028429176124013814
AFJK,2026-01-05,2026-01-06,-0.040000000000000084,-0.02842769982679835,2026-01-07,-0.010630146152539812,-0.04000000000000001,-0.010630146152539812
ASPC,2026-01-05,2026-01-06,0.006256183943561904,-0.04000000000000004,2026-01-07,0.008296114474025186,-0.040000000000000084,0.008296114474025186
ESHA,2026-01-05,2026-01-06,0.0034615443303034855,0.05461538754976713,2026-01-07,-0.08274649341672566,0.004929556039750489,-0.04000000000000001
GLTO,2026-01-05,2026-01-06,-0.04000000000000009,-0.04000000000000009,2026-01-07,-0.08106960486875846,0.09910862213083069,-0.04
FBRX,2026-01-05,2026-01-06,0.0,0.04467050869602482,2026-01-07,0.12547647361056805,-0.03999999999999997,0.12547647361056805
