CheckTime_Min,Threshold_Pct,MeanReturn,MedianReturn,WinRate,Min,Max,Count
240,1.0,5.727553556955519,0.42857007007559633,53.84615384615385,-4.0,54.2190715755774,26
240,2.0,5.651877570532822,0.42857007007559633,53.84615384615385,-4.0,54.2190715755774,26
240,3.0,5.494324280449411,0.42857007007559633,53.84615384615385,-4.0,54.2190715755774,26
240,4.0,5.600666380146232,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,5.0,5.600666380146232,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,6.0,5.534353382798751,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,8.0,5.63565727670164,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
240,10.0,5.72034040782192,0.7484036975592333,53.84615384615385,-4.0,54.2190715755774,26
300,-2.0,6.404076102604435,2.743075915607479,57.692307692307686,-4.0,54.2190715755774,26
300,0.0,6.404076102604435,2.743075915607479,57.692307692307686,-4.0,54.2190715755774,26
300,1.0,6.404076102604435,2.743075915607479,57.692307692307686,-4.0,54.2190715755774,26
300,2.0,6.275030368609305,1.6388931529019892,57.692307692307686,-4.0,54.2190715755774,26
300,3.0,6.0737476707776255,2.291963730353869,57.692307692307686,-4.0,54.2190715755774,26
300,4.0,6.110543187706323,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,5.0,6.144036133849873,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,6.0,6.108590194477884,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,8.0,6.033145223116179,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
300,10.0,6.033145223116179,2.317031922462359,57.692307692307686,-4.0,54.2190715755774,26
