EntryPrice,StopPrice,MaxHigh,MinLow,PotentialExitPrice,PotentialReturn,StoppedOut,RealizedReturn,ticker,date,MaxProfitPct,Volatility_30D,AvgVolume_30D,IntradayVolatility_3D
20.3,21.112,20.3,18.57,19.75,0.0270935960591133,False,0.0270935960591133,VRM,2025-12-30,8.522167487684731,1.005731885255058,70779.21266666667,
29.46,30.6384,30.5,29.46,29.725,-0.0089952477936184,False,-0.0089952477936184,NNNN,2025-12-31,0.0,1.393803167259832,1016827.7310000001,0.02843976561441242
100.0,104.0,100.0,93.25,95.0,0.05,False,0.05,WSHP,2025-12-31,6.75,15.11222519316018,4202329.5709999995,0.020152720737610458
18.39,19.1256,19.2,18.38,19.05,-0.0358890701468189,True,-0.04,THH,2025-12-31,0.0543773790103402,3.0744670558533977,1975140.2744099996,0.03302253833114925
23.0,23.92,24.02,22.33,24.0,-0.0434782608695652,True,-0.04,GLTO,2025-12-31,2.913043478260877,1.518951078244404,3489927.248666666,0.02209417662330266
43.73,45.4792,45.0,28.6,29.66,0.3217470843814314,False,0.3217470843814314,SMX,2025-12-31,34.598673679396285,11.29508204682374,190162756.38766664,0.025576436079045063
14.94,15.5376,14.94,14.11,14.53,0.0274431057563587,False,0.0274431057563587,FBYD,2026-01-02,5.555555555555556,1.864971058667338,3387395.090999999,0.015186438418292036
85.4,88.816,94.83,72.86,79.205,0.0725409836065574,True,-0.04,AFJK,2026-01-02,14.683840749414523,30.004695518801817,28922506.130773332,0.051677755606382034
19.65,20.436,23.25,17.1,19.3179,0.0169007633587784,True,-0.04,SMX,2026-01-02,12.977099236641209,11.473023000776465,192175937.6176667,0.029953895547501157
34.01,35.3704,35.29,32.27,33.01,0.0294031167303734,False,0.0294031167303734,CTEV,2026-01-05,5.11614231108496,1.0594766004486706,10483378.902666666,0.00933661453859391
66.8,69.472,86.01,66.0006,80.4694,-0.204631736526946,True,-0.04,AFJK,2026-01-05,1.1967065868263345,29.98424713922462,29343767.818106666,0.041994559555864445
19.51,20.2904,19.51,15.0001,15.8,0.1901588928754485,False,0.1901588928754485,ASPC,2026-01-05,23.115838031778583,3.33984053408917,12416713.390553333,0.030330114656960637
15.01,15.6104,15.75,14.16,14.76,0.0166555629580279,True,-0.04,ESHA,2026-01-05,5.662891405729511,1.516870302427279,6781030.088031999,0.03620455987317216
21.82,22.6928,22.6,20.785,22.545,-0.0332263978001833,False,-0.0332263978001833,GLTO,2026-01-05,4.743354720439965,1.5025653928788578,3016607.386666667,0.02137689958684374
24.98,25.9792,25.43,22.08,22.675,0.0922738190552441,False,0.0922738190552441,FBRX,2026-01-05,11.609287429943963,1.0778997974129418,3941836.033166667,0.011219091020474121
